coin,ticker,event_ticker,rank,favored_side,entry_price,opened_at,result,won,pnl,closed_at
HYPE,KXHYPED-26SEP1911-T93.4999,KXHYPED-26SEP1911,6,no,0.99,2026-09-19T14:50:42.318216+00:00,no,True,0.01,2026-09-19T17:29:38.891412+00:00
HYPE,KXHYPED-26SEP1911-T92.2499,KXHYPED-26SEP1911,5,yes,0.99,2026-09-19T14:50:42.318283+00:00,yes,True,0.01,2026-09-19T17:29:38.891465+00:00
HYPE,KXHYPED-26SEP1911-T91.9999,KXHYPED-26SEP1911,7,yes,0.99,2026-09-19T14:50:42.318336+00:00,yes,True,0.01,2026-09-19T17:29:38.891515+00:00
HYPE,KXHYPED-26SEP1911-T91.7499,KXHYPED-26SEP1911,8,yes,0.99,2026-09-19T14:50:42.318386+00:00,yes,True,0.01,2026-09-19T17:29:38.891551+00:00
SOL,KXSOLD-26SEP1911-T112.4999,KXSOLD-26SEP1911,5,no,0.97,2026-09-19T14:50:42.371578+00:00,no,True,0.03,2026-09-19T17:29:38.891587+00:00
SOL,KXSOLD-26SEP1911-T112.2499,KXSOLD-26SEP1911,3,no,0.97,2026-09-19T14:50:42.371642+00:00,no,True,0.03,2026-09-19T17:29:38.891621+00:00
SOL,KXSOLD-26SEP1911-T111.2499,KXSOLD-26SEP1911,6,yes,0.97,2026-09-19T14:50:42.371776+00:00,yes,True,0.03,2026-09-19T17:29:38.891654+00:00
SOL,KXSOLD-26SEP1911-T110.9999,KXSOLD-26SEP1911,7,yes,0.97,2026-09-19T14:50:42.371838+00:00,yes,True,0.03,2026-09-19T17:29:38.891686+00:00
HYPE,KXHYPED-26SEP1914-T93.9999,KXHYPED-26SEP1914,6,no,0.94,2026-09-19T17:29:39.012331+00:00,no,True,0.06,2026-09-19T19:31:03.296442+00:00
HYPE,KXHYPED-26SEP1914-T93.4999,KXHYPED-26SEP1914,7,no,0.99,2026-09-19T17:29:39.012374+00:00,no,True,0.01,2026-09-19T19:31:03.296539+00:00
HYPE,KXHYPED-26SEP1914-T92.4999,KXHYPED-26SEP1914,5,no,0.84,2026-09-19T17:29:39.012402+00:00,no,True,0.16,2026-09-19T19:31:03.296612+00:00
HYPE,KXHYPED-26SEP1914-T92.2499,KXHYPED-26SEP1914,8,no,0.64,2026-09-19T17:29:39.012427+00:00,no,True,0.36,2026-09-19T19:31:03.296684+00:00
SOL,KXSOLD-26SEP1914-T112.4999,KXSOLD-26SEP1914,6,no,0.93,2026-09-19T17:29:39.113870+00:00,no,True,0.0699999999999999,2026-09-19T19:31:03.296748+00:00
SOL,KXSOLD-26SEP1914-T111.7499,KXSOLD-26SEP1914,3,no,0.66,2026-09-19T17:29:39.113912+00:00,no,True,0.3399999999999999,2026-09-19T19:31:03.296809+00:00
SOL,KXSOLD-26SEP1914-T111.2499,KXSOLD-26SEP1914,5,yes,0.78,2026-09-19T17:29:39.113961+00:00,yes,True,0.2199999999999999,2026-09-19T19:31:03.296868+00:00
SOL,KXSOLD-26SEP1914-T110.9999,KXSOLD-26SEP1914,7,yes,0.91,2026-09-19T17:29:39.113985+00:00,yes,True,0.0899999999999999,2026-09-19T19:31:03.296934+00:00
HYPE,KXHYPED-26SEP1917-T98.9999,KXHYPED-26SEP1917,10,no,0.96,2026-09-19T07:48:54.422094+00:00,no,True,0.04,2026-09-19T21:41:13.911555+00:00
HYPE,KXHYPED-26SEP1917-T90.9999,KXHYPED-26SEP1917,9,yes,0.76,2026-09-19T07:48:54.422220+00:00,yes,True,0.24,2026-09-19T21:41:13.911660+00:00
HYPE,KXHYPED-26SEP1917-T89.9999,KXHYPED-26SEP1917,7,yes,0.85,2026-09-19T07:48:54.422269+00:00,yes,True,0.15,2026-09-19T21:41:13.911747+00:00
HYPE,KXHYPED-26SEP1917-T88.9999,KXHYPED-26SEP1917,5,yes,0.9,2026-09-19T07:48:54.422317+00:00,yes,True,0.0999999999999999,2026-09-19T21:41:13.911823+00:00
SOL,KXSOLD-26SEP1917-T118.9999,KXSOLD-26SEP1917,5,no,0.96,2026-09-19T07:48:54.494090+00:00,no,True,0.04,2026-09-19T21:41:13.911901+00:00
SOL,KXSOLD-26SEP1917-T116.9999,KXSOLD-26SEP1917,8,no,0.94,2026-09-19T07:48:54.494136+00:00,no,True,0.06,2026-09-19T21:41:13.911975+00:00
SOL,KXSOLD-26SEP1917-T115.9999,KXSOLD-26SEP1917,4,no,0.93,2026-09-19T07:48:54.494182+00:00,no,True,0.0699999999999999,2026-09-19T21:41:13.912050+00:00
SOL,KXSOLD-26SEP1917-T114.9999,KXSOLD-26SEP1917,6,no,0.87,2026-09-19T07:48:54.494228+00:00,no,True,0.13,2026-09-19T21:41:13.912137+00:00
SOL,KXSOLD-26SEP1917-T108.9999,KXSOLD-26SEP1917,3,yes,0.9,2026-09-19T07:48:54.494310+00:00,yes,True,0.0999999999999999,2026-09-19T21:41:13.912205+00:00
SOL,KXSOLD-26SEP1917-T106.9999,KXSOLD-26SEP1917,7,yes,0.96,2026-09-19T07:48:54.494357+00:00,yes,True,0.04,2026-09-19T21:41:13.912270+00:00
XRP,KXXRPD-26SEP1917-T1.6799,KXXRPD-26SEP1917,11,no,0.95,2026-09-19T07:48:54.590238+00:00,no,True,0.05,2026-09-19T21:41:13.912618+00:00
XRP,KXXRPD-26SEP1917-T1.4999,KXXRPD-26SEP1917,8,no,0.94,2026-09-19T07:48:54.590304+00:00,no,True,0.06,2026-09-19T21:41:13.912683+00:00
XRP,KXXRPD-26SEP1917-T1.3999,KXXRPD-26SEP1917,9,yes,0.6,2026-09-19T07:48:54.590362+00:00,yes,True,0.4,2026-09-19T21:41:13.912744+00:00
XRP,KXXRPD-26SEP1917-T1.3399,KXXRPD-26SEP1917,10,yes,0.95,2026-09-19T07:48:54.590410+00:00,yes,True,0.05,2026-09-19T21:41:13.912839+00:00
DOGE,KXDOGED-26SEP1917-T0.0799999,KXDOGED-26SEP1917,5,yes,0.98,2026-09-19T07:48:54.660017+00:00,yes,True,0.02,2026-09-19T21:41:13.913118+00:00
HYPE,KXHYPED-26SEP1917-T92.9999,KXHYPED-26SEP1917,7,no,0.67,2026-09-19T11:48:45.046573+00:00,no,True,0.3299999999999999,2026-09-19T21:41:13.913229+00:00
XRP,KXXRPD-26SEP1917-T1.3599,KXXRPD-26SEP1917,8,yes,0.96,2026-09-19T11:48:45.312798+00:00,yes,True,0.04,2026-09-19T21:41:13.913462+00:00
XRP,KXXRPD-26SEP1917-T1.5599,KXXRPD-26SEP1917,12,no,0.96,2026-09-19T14:50:42.476272+00:00,no,True,0.04,2026-09-19T21:41:13.913524+00:00
XRP,KXXRPD-26SEP1917-T1.5399,KXXRPD-26SEP1917,11,no,0.96,2026-09-19T14:50:42.476336+00:00,no,True,0.04,2026-09-19T21:41:13.913592+00:00
SOL,KXSOLD-26SEP1917-T111.9999,KXSOLD-26SEP1917,5,no,0.68,2026-09-19T17:29:39.114057+00:00,no,True,0.3199999999999999,2026-09-19T21:41:13.913652+00:00
SOL,KXSOLD-26SEP1917-T109.9999,KXSOLD-26SEP1917,8,yes,0.89,2026-09-19T17:29:39.114081+00:00,yes,True,0.1099999999999999,2026-09-19T21:41:13.913712+00:00
HYPE,KXHYPED-26SEP1916-T92.9999,KXHYPED-26SEP1916,7,no,0.95,2026-09-19T19:31:03.403940+00:00,no,True,0.05,2026-09-19T21:41:13.913822+00:00
HYPE,KXHYPED-26SEP1916-T92.7499,KXHYPED-26SEP1916,5,no,0.79,2026-09-19T19:31:03.404002+00:00,no,True,0.2099999999999999,2026-09-19T21:41:13.913881+00:00
HYPE,KXHYPED-26SEP1916-T91.4999,KXHYPED-26SEP1916,6,yes,0.99,2026-09-19T19:31:03.404054+00:00,yes,True,0.01,2026-09-19T21:41:13.913940+00:00
SOL,KXSOLD-26SEP1916-T111.4999,KXSOLD-26SEP1916,5,no,0.69,2026-09-19T19:31:03.510505+00:00,no,True,0.31,2026-09-19T21:41:13.914001+00:00
SOL,KXSOLD-26SEP1916-T110.7499,KXSOLD-26SEP1916,4,yes,0.95,2026-09-19T19:31:03.510650+00:00,yes,True,0.05,2026-09-19T21:41:13.914060+00:00
SOL,KXSOLD-26SEP1916-T110.4999,KXSOLD-26SEP1916,6,yes,0.96,2026-09-19T19:31:03.510701+00:00,yes,True,0.04,2026-09-19T21:41:13.914118+00:00
SOL,KXSOLD-26SEP1917-T110.9999,KXSOLD-26SEP1917,3,yes,0.68,2026-09-19T19:31:03.510865+00:00,yes,True,0.3199999999999999,2026-09-19T21:41:13.914176+00:00
HYPE,KXHYPED-26SEP1918-T92.9999,KXHYPED-26SEP1918,9,no,0.99,2026-09-19T21:41:13.975146+00:00,no,True,0.01,2026-09-19T23:33:34.284794+00:00
HYPE,KXHYPED-26SEP1918-T92.7499,KXHYPED-26SEP1918,7,no,0.99,2026-09-19T21:41:13.975208+00:00,no,True,0.01,2026-09-19T23:33:34.284894+00:00
HYPE,KXHYPED-26SEP1918-T92.4999,KXHYPED-26SEP1918,8,no,0.98,2026-09-19T21:41:13.975262+00:00,no,True,0.02,2026-09-19T23:33:34.284963+00:00
HYPE,KXHYPED-26SEP1918-T91.9999,KXHYPED-26SEP1918,5,no,0.95,2026-09-19T21:41:13.975354+00:00,no,True,0.05,2026-09-19T23:33:34.285026+00:00
HYPE,KXHYPED-26SEP1918-T90.9999,KXHYPED-26SEP1918,6,yes,0.87,2026-09-19T21:41:13.975432+00:00,yes,True,0.13,2026-09-19T23:33:34.285090+00:00
HYPE,KXHYPED-26SEP1918-T90.7499,KXHYPED-26SEP1918,10,yes,0.96,2026-09-19T21:41:13.975485+00:00,yes,True,0.04,2026-09-19T23:33:34.285160+00:00
SOL,KXSOLD-26SEP1918-T111.7499,KXSOLD-26SEP1918,8,no,0.97,2026-09-19T21:41:14.029203+00:00,no,True,0.03,2026-09-19T23:33:34.285390+00:00
SOL,KXSOLD-26SEP1918-T111.4999,KXSOLD-26SEP1918,6,no,0.95,2026-09-19T21:41:14.029252+00:00,no,True,0.05,2026-09-19T23:33:34.285457+00:00
SOL,KXSOLD-26SEP1918-T111.2499,KXSOLD-26SEP1918,5,no,0.96,2026-09-19T21:41:14.029300+00:00,no,True,0.04,2026-09-19T23:33:34.285518+00:00
SOL,KXSOLD-26SEP1918-T110.4999,KXSOLD-26SEP1918,3,no,0.61,2026-09-19T21:41:14.029391+00:00,yes,False,-0.61,2026-09-19T23:33:34.285579+00:00
SOL,KXSOLD-26SEP1918-T110.2499,KXSOLD-26SEP1918,4,yes,0.67,2026-09-19T21:41:14.029444+00:00,yes,True,0.3299999999999999,2026-09-19T23:33:34.285645+00:00
SOL,KXSOLD-26SEP1918-T109.9999,KXSOLD-26SEP1918,7,yes,0.9,2026-09-19T21:41:14.029493+00:00,yes,True,0.0999999999999999,2026-09-19T23:33:34.285706+00:00
SOL,KXSOLD-26SEP1918-T109.4999,KXSOLD-26SEP1918,9,yes,0.96,2026-09-19T21:41:14.029539+00:00,yes,True,0.04,2026-09-19T23:33:34.285769+00:00
HYPE,KXHYPED-26SEP1920-T92.2499,KXHYPED-26SEP1920,5,no,0.96,2026-09-19T23:33:34.339883+00:00,no,True,0.04,2026-09-20T01:33:16.262178+00:00
HYPE,KXHYPED-26SEP1920-T90.9999,KXHYPED-26SEP1920,6,yes,0.99,2026-09-19T23:33:34.339946+00:00,yes,True,0.01,2026-09-20T01:33:16.262269+00:00
HYPE,KXHYPED-26SEP1920-T90.7499,KXHYPED-26SEP1920,7,yes,0.99,2026-09-19T23:33:34.339998+00:00,yes,True,0.01,2026-09-20T01:33:16.262335+00:00
SOL,KXSOLD-26SEP1920-T111.4999,KXSOLD-26SEP1920,7,no,0.96,2026-09-19T23:33:34.392459+00:00,no,True,0.04,2026-09-20T01:33:16.262548+00:00
SOL,KXSOLD-26SEP1920-T111.2499,KXSOLD-26SEP1920,4,no,0.81,2026-09-19T23:33:34.392508+00:00,no,True,0.1899999999999999,2026-09-20T01:33:16.262613+00:00
SOL,KXSOLD-26SEP1920-T110.4999,KXSOLD-26SEP1920,3,yes,0.95,2026-09-19T23:33:34.392554+00:00,yes,True,0.05,2026-09-20T01:33:16.262676+00:00
SOL,KXSOLD-26SEP1920-T110.2499,KXSOLD-26SEP1920,5,yes,0.97,2026-09-19T23:33:34.392599+00:00,yes,True,0.03,2026-09-20T01:33:16.262738+00:00
SOL,KXSOLD-26SEP1920-T109.9999,KXSOLD-26SEP1920,6,yes,0.97,2026-09-19T23:33:34.392646+00:00,yes,True,0.03,2026-09-20T01:33:16.262839+00:00
SOL,KXSOLD-26SEP1922-T111.4999,KXSOLD-26SEP1922,7,no,0.97,2026-09-20T01:33:16.428684+00:00,no,True,0.03,2026-09-20T06:54:28.889527+00:00
SOL,KXSOLD-26SEP1922-T111.2499,KXSOLD-26SEP1922,6,no,0.97,2026-09-20T01:33:16.428732+00:00,no,True,0.03,2026-09-20T06:54:28.889581+00:00
SOL,KXSOLD-26SEP1922-T110.9999,KXSOLD-26SEP1922,4,no,0.97,2026-09-20T01:33:16.428812+00:00,no,True,0.03,2026-09-20T06:54:28.889615+00:00
SOL,KXSOLD-26SEP1922-T110.7499,KXSOLD-26SEP1922,3,no,0.95,2026-09-20T01:33:16.428865+00:00,no,True,0.05,2026-09-20T06:54:28.889651+00:00
SOL,KXSOLD-26SEP1922-T109.9999,KXSOLD-26SEP1922,5,yes,0.71,2026-09-20T01:33:16.428924+00:00,yes,True,0.29,2026-09-20T06:54:28.889681+00:00
SOL,KXSOLD-26SEP1922-T109.7499,KXSOLD-26SEP1922,8,yes,0.91,2026-09-20T01:33:16.428970+00:00,yes,True,0.0899999999999999,2026-09-20T06:54:28.889713+00:00
HYPE,KXHYPED-26SEP2003-T91.4999,KXHYPED-26SEP2003,5,no,0.98,2026-09-20T06:54:28.998738+00:00,no,True,0.02,2026-09-20T11:55:58.406541+00:00
HYPE,KXHYPED-26SEP2003-T90.4999,KXHYPED-26SEP2003,6,yes,0.98,2026-09-20T06:54:28.998782+00:00,yes,True,0.02,2026-09-20T11:55:58.406592+00:00
HYPE,KXHYPED-26SEP2003-T90.2499,KXHYPED-26SEP2003,7,yes,0.99,2026-09-20T06:54:28.998812+00:00,yes,True,0.01,2026-09-20T11:55:58.406625+00:00
HYPE,KXHYPED-26SEP2003-T89.9999,KXHYPED-26SEP2003,8,yes,0.99,2026-09-20T06:54:28.998839+00:00,yes,True,0.01,2026-09-20T11:55:58.406656+00:00
SOL,KXSOLD-26SEP2003-T109.2499,KXSOLD-26SEP2003,6,no,0.97,2026-09-20T06:54:29.062680+00:00,no,True,0.03,2026-09-20T11:55:58.406712+00:00
SOL,KXSOLD-26SEP2003-T108.9999,KXSOLD-26SEP2003,5,no,0.97,2026-09-20T06:54:29.062719+00:00,no,True,0.03,2026-09-20T11:55:58.406744+00:00
SOL,KXSOLD-26SEP2003-T108.7499,KXSOLD-26SEP2003,4,no,0.98,2026-09-20T06:54:29.062746+00:00,no,True,0.02,2026-09-20T11:55:58.406773+00:00
SOL,KXSOLD-26SEP2003-T107.9999,KXSOLD-26SEP2003,3,yes,0.96,2026-09-20T06:54:29.062771+00:00,yes,True,0.04,2026-09-20T11:55:58.406803+00:00
SOL,KXSOLD-26SEP2003-T107.7499,KXSOLD-26SEP2003,8,yes,0.96,2026-09-20T06:54:29.062796+00:00,yes,True,0.04,2026-09-20T11:55:58.406832+00:00
HYPE,KXHYPED-26SEP2008-T91.7499,KXHYPED-26SEP2008,7,no,0.97,2026-09-20T11:55:58.535760+00:00,no,True,0.03,2026-09-20T15:18:49.801676+00:00
HYPE,KXHYPED-26SEP2008-T90.7499,KXHYPED-26SEP2008,5,yes,0.99,2026-09-20T11:55:58.535804+00:00,yes,True,0.01,2026-09-20T15:18:49.801733+00:00
HYPE,KXHYPED-26SEP2008-T90.4999,KXHYPED-26SEP2008,6,yes,0.99,2026-09-20T11:55:58.535834+00:00,yes,True,0.01,2026-09-20T15:18:49.801769+00:00
HYPE,KXHYPED-26SEP2008-T89.9999,KXHYPED-26SEP2008,8,yes,0.99,2026-09-20T11:55:58.535861+00:00,yes,True,0.01,2026-09-20T15:18:49.801804+00:00
SOL,KXSOLD-26SEP2008-T108.7499,KXSOLD-26SEP2008,4,no,0.91,2026-09-20T11:55:58.594253+00:00,no,True,0.0899999999999999,2026-09-20T15:18:49.801970+00:00
SOL,KXSOLD-26SEP2008-T107.9999,KXSOLD-26SEP2008,3,yes,0.99,2026-09-20T11:55:58.594292+00:00,yes,True,0.01,2026-09-20T15:18:49.802007+00:00
SOL,KXSOLD-26SEP2008-T107.7499,KXSOLD-26SEP2008,5,yes,0.99,2026-09-20T11:55:58.594323+00:00,yes,True,0.01,2026-09-20T15:18:49.802039+00:00
SOL,KXSOLD-26SEP2008-T107.4999,KXSOLD-26SEP2008,6,yes,0.99,2026-09-20T11:55:58.594349+00:00,yes,True,0.01,2026-09-20T15:18:49.802069+00:00
HYPE,KXHYPED-26SEP2012-T92.4999,KXHYPED-26SEP2012,10,no,0.98,2026-09-20T15:18:49.904548+00:00,no,True,0.02,2026-09-20T18:13:18.616806+00:00
HYPE,KXHYPED-26SEP2012-T91.9999,KXHYPED-26SEP2012,5,no,0.94,2026-09-20T15:18:49.904611+00:00,yes,False,-0.94,2026-09-20T18:13:18.616887+00:00
HYPE,KXHYPED-26SEP2012-T91.2499,KXHYPED-26SEP2012,9,yes,0.65,2026-09-20T15:18:49.904641+00:00,yes,True,0.35,2026-09-20T18:13:18.616951+00:00
HYPE,KXHYPED-26SEP2012-T90.4999,KXHYPED-26SEP2012,7,yes,0.98,2026-09-20T15:18:49.904667+00:00,yes,True,0.02,2026-09-20T18:13:18.617013+00:00
HYPE,KXHYPED-26SEP2012-T90.2499,KXHYPED-26SEP2012,8,yes,0.98,2026-09-20T15:18:49.904693+00:00,yes,True,0.02,2026-09-20T18:13:18.617130+00:00
HYPE,KXHYPED-26SEP2012-T100.2499,KXHYPED-26SEP2012,6,no,0.99,2026-09-20T15:18:49.904719+00:00,no,True,0.01,2026-09-20T18:13:18.617194+00:00
SOL,KXSOLD-26SEP2012-T108.7499,KXSOLD-26SEP2012,5,no,0.76,2026-09-20T15:18:49.996284+00:00,yes,False,-0.76,2026-09-20T18:13:18.617303+00:00
SOL,KXSOLD-26SEP2012-T107.9999,KXSOLD-26SEP2012,3,yes,0.8,2026-09-20T15:18:49.996328+00:00,yes,True,0.1999999999999999,2026-09-20T18:13:18.617363+00:00
SOL,KXSOLD-26SEP2012-T107.7499,KXSOLD-26SEP2012,4,yes,0.92,2026-09-20T15:18:49.996358+00:00,yes,True,0.0799999999999999,2026-09-20T18:13:18.617430+00:00
SOL,KXSOLD-26SEP2012-T107.4999,KXSOLD-26SEP2012,6,yes,0.94,2026-09-20T15:18:49.996383+00:00,yes,True,0.06,2026-09-20T18:13:18.617490+00:00
SOL,KXSOLD-26SEP2015-T110.4999,KXSOLD-26SEP2015,3,no,0.85,2026-09-20T18:13:18.730722+00:00,no,True,0.15,2026-09-20T20:50:25.125647+00:00
SOL,KXSOLD-26SEP2015-T110.2499,KXSOLD-26SEP2015,4,no,0.76,2026-09-20T18:13:18.730786+00:00,no,True,0.24,2026-09-20T20:50:25.125730+00:00
SOL,KXSOLD-26SEP2015-T109.2499,KXSOLD-26SEP2015,5,yes,0.86,2026-09-20T18:13:18.730836+00:00,yes,True,0.14,2026-09-20T20:50:25.125796+00:00
SOL,KXSOLD-26SEP2017-T105.9999,KXSOLD-26SEP2017,4,yes,0.9,2026-09-19T21:41:14.029087+00:00,yes,True,0.0999999999999999,2026-09-20T22:44:45.076894+00:00
SOL,KXSOLD-26SEP2017-T104.9999,KXSOLD-26SEP2017,3,yes,0.94,2026-09-19T21:41:14.029150+00:00,yes,True,0.06,2026-09-20T22:44:45.076979+00:00
SOL,KXSOLD-26SEP2017-T112.9999,KXSOLD-26SEP2017,5,no,0.79,2026-09-19T23:33:34.392161+00:00,no,True,0.2099999999999999,2026-09-20T22:44:45.077154+00:00
SOL,KXSOLD-26SEP2017-T111.9999,KXSOLD-26SEP2017,7,no,0.65,2026-09-19T23:33:34.392223+00:00,no,True,0.35,2026-09-20T22:44:45.077220+00:00
SOL,KXSOLD-26SEP2017-T109.9999,KXSOLD-26SEP2017,6,yes,0.64,2026-09-19T23:33:34.392345+00:00,yes,True,0.36,2026-09-20T22:44:45.077281+00:00
XRP,KXXRPD-26SEP2017-T1.7799,KXXRPD-26SEP2017,8,no,0.99,2026-09-19T23:33:34.489812+00:00,no,True,0.01,2026-09-20T22:44:45.077437+00:00
SOL,KXSOLD-26SEP2017-T113.9999,KXSOLD-26SEP2017,4,no,0.94,2026-09-20T01:33:16.428389+00:00,no,True,0.06,2026-09-20T22:44:45.077497+00:00
SOL,KXSOLD-26SEP2017-T107.9999,KXSOLD-26SEP2017,3,yes,0.83,2026-09-20T01:33:16.428519+00:00,yes,True,0.17,2026-09-20T22:44:45.077557+00:00
SOL,KXSOLD-26SEP2017-T103.9999,KXSOLD-26SEP2017,6,yes,0.97,2026-09-20T01:33:16.428635+00:00,yes,True,0.03,2026-09-20T22:44:45.077616+00:00
HYPE,KXHYPED-26SEP2017-T89.9999,KXHYPED-26SEP2017,6,yes,0.69,2026-09-20T06:54:28.998884+00:00,yes,True,0.31,2026-09-20T22:44:45.077723+00:00
SOL,KXSOLD-26SEP2017-T106.9999,KXSOLD-26SEP2017,8,yes,0.7,2026-09-20T06:54:29.062872+00:00,yes,True,0.3,2026-09-20T22:44:45.077782+00:00
XRP,KXXRPD-26SEP2017-T1.5199,KXXRPD-26SEP2017,9,no,0.96,2026-09-20T06:54:29.181100+00:00,no,True,0.04,2026-09-20T22:44:45.077890+00:00
XRP,KXXRPD-26SEP2017-T1.4999,KXXRPD-26SEP2017,11,no,0.94,2026-09-20T06:54:29.181146+00:00,no,True,0.06,2026-09-20T22:44:45.077969+00:00
XRP,KXXRPD-26SEP2017-T1.4799,KXXRPD-26SEP2017,12,no,0.97,2026-09-20T06:54:29.181175+00:00,no,True,0.03,2026-09-20T22:44:45.078031+00:00
XRP,KXXRPD-26SEP2017-T1.2799,KXXRPD-26SEP2017,10,yes,0.94,2026-09-20T06:54:29.181219+00:00,yes,True,0.06,2026-09-20T22:44:45.078099+00:00
HYPE,KXHYPED-26SEP2017-T94.9999,KXHYPED-26SEP2017,7,no,0.95,2026-09-20T11:55:58.535888+00:00,no,True,0.05,2026-09-20T22:44:45.078210+00:00
HYPE,KXHYPED-26SEP2017-T90.9999,KXHYPED-26SEP2017,9,yes,0.61,2026-09-20T11:55:58.535914+00:00,yes,True,0.39,2026-09-20T22:44:45.078270+00:00
HYPE,KXHYPED-26SEP2017-T87.9999,KXHYPED-26SEP2017,5,yes,0.95,2026-09-20T11:55:58.535959+00:00,yes,True,0.05,2026-09-20T22:44:45.078329+00:00
HYPE,KXHYPED-26SEP2017-T85.9999,KXHYPED-26SEP2017,10,yes,0.96,2026-09-20T11:55:58.535983+00:00,yes,True,0.04,2026-09-20T22:44:45.078395+00:00
HYPE,KXHYPED-26SEP2017-T84.9999,KXHYPED-26SEP2017,8,yes,0.97,2026-09-20T11:55:58.536007+00:00,yes,True,0.03,2026-09-20T22:44:45.078456+00:00
HYPE,KXHYPED-26SEP2017-T95.9999,KXHYPED-26SEP2017,8,no,0.97,2026-09-20T15:18:49.904743+00:00,no,True,0.03,2026-09-20T22:44:45.078514+00:00
SOL,KXSOLD-26SEP2017-T108.9999,KXSOLD-26SEP2017,4,no,0.63,2026-09-20T15:18:49.996424+00:00,yes,False,-0.63,2026-09-20T22:44:45.078571+00:00
XRP,KXXRPD-26SEP2017-T1.3799,KXXRPD-26SEP2017,8,yes,0.68,2026-09-20T15:18:50.197344+00:00,yes,True,0.3199999999999999,2026-09-20T22:44:45.078630+00:00
HYPE,KXHYPED-26SEP2017-T96.9999,KXHYPED-26SEP2017,10,no,0.96,2026-09-20T18:13:18.679665+00:00,no,True,0.04,2026-09-20T22:44:45.078689+00:00
HYPE,KXHYPED-26SEP2017-T88.9999,KXHYPED-26SEP2017,6,yes,0.97,2026-09-20T18:13:18.679832+00:00,yes,True,0.03,2026-09-20T22:44:45.078747+00:00
XRP,KXXRPD-26SEP2017-T1.3199,KXXRPD-26SEP2017,8,yes,0.96,2026-09-20T18:13:18.850119+00:00,yes,True,0.04,2026-09-20T22:44:45.078807+00:00
XRP,KXXRPD-26SEP2017-T1.7199,KXXRPD-26SEP2017,13,no,0.99,2026-09-20T20:50:25.522690+00:00,no,True,0.01,2026-09-20T22:44:45.078943+00:00
XRP,KXXRPD-26SEP2017-T1.6399,KXXRPD-26SEP2017,14,no,0.99,2026-09-20T20:50:25.522755+00:00,no,True,0.01,2026-09-20T22:44:45.079003+00:00
XRP,KXXRPD-26SEP2017-T1.6199,KXXRPD-26SEP2017,15,no,0.99,2026-09-20T20:50:25.522806+00:00,no,True,0.01,2026-09-20T22:44:45.079071+00:00
DOGE,KXDOGED-26SEP2017-T0.1099999,KXDOGED-26SEP2017,6,no,0.99,2026-09-20T20:50:25.594211+00:00,no,True,0.01,2026-09-20T22:44:45.079132+00:00
DOGE,KXDOGED-26SEP2017-T0.0799999,KXDOGED-26SEP2017,5,yes,0.99,2026-09-20T20:50:25.594278+00:00,yes,True,0.01,2026-09-20T22:44:45.079190+00:00
HYPE,KXHYPED-26SEP2019-T93.9999,KXHYPED-26SEP2019,7,no,0.94,2026-09-20T22:44:45.204792+00:00,no,True,0.06,2026-09-21T00:31:30.672299+00:00
HYPE,KXHYPED-26SEP2019-T92.7499,KXHYPED-26SEP2019,5,yes,0.99,2026-09-20T22:44:45.204907+00:00,yes,True,0.01,2026-09-21T00:31:30.672381+00:00
HYPE,KXHYPED-26SEP2019-T92.4999,KXHYPED-26SEP2019,6,yes,0.98,2026-09-20T22:44:45.204970+00:00,yes,True,0.02,2026-09-21T00:31:30.672444+00:00
HYPE,KXHYPED-26SEP2019-T92.2499,KXHYPED-26SEP2019,8,yes,0.99,2026-09-20T22:44:45.205023+00:00,yes,True,0.01,2026-09-21T00:31:30.672504+00:00
SOL,KXSOLD-26SEP2019-T111.2499,KXSOLD-26SEP2019,6,no,0.96,2026-09-20T22:44:45.305515+00:00,no,True,0.04,2026-09-21T00:31:30.672807+00:00
SOL,KXSOLD-26SEP2019-T110.9999,KXSOLD-26SEP2019,8,no,0.95,2026-09-20T22:44:45.305563+00:00,no,True,0.05,2026-09-21T00:31:30.672900+00:00
SOL,KXSOLD-26SEP2019-T110.7499,KXSOLD-26SEP2019,9,no,0.82,2026-09-20T22:44:45.305609+00:00,yes,False,-0.82,2026-09-21T00:31:30.672983+00:00
SOL,KXSOLD-26SEP2019-T110.4999,KXSOLD-26SEP2019,3,no,0.6,2026-09-20T22:44:45.305655+00:00,yes,False,-0.6,2026-09-21T00:31:30.673047+00:00
SOL,KXSOLD-26SEP2019-T110.2499,KXSOLD-26SEP2019,4,yes,0.7,2026-09-20T22:44:45.305701+00:00,yes,True,0.3,2026-09-21T00:31:30.673108+00:00
SOL,KXSOLD-26SEP2019-T109.7499,KXSOLD-26SEP2019,5,yes,0.95,2026-09-20T22:44:45.305746+00:00,yes,True,0.05,2026-09-21T00:31:30.673168+00:00
SOL,KXSOLD-26SEP2019-T109.4999,KXSOLD-26SEP2019,7,yes,0.97,2026-09-20T22:44:45.305789+00:00,yes,True,0.03,2026-09-21T00:31:30.673228+00:00
HYPE,KXHYPED-26SEP2021-T94.9999,KXHYPED-26SEP2021,8,no,0.98,2026-09-21T00:31:30.750417+00:00,no,True,0.02,2026-09-21T05:21:42.042855+00:00
